comm_id,comm_size,comm_type,rank,root,time_stamp,comm_time(us),sendsize,sendcount,recvsize,recvcount,src,dst
1140850688,64,0,3,0,455.4609,81512.9740,4,1,0,0,-1,-1
1140850688,64,0,3,0,455.5455,3032.7470,4,1,0,0,-1,-1
1140850688,64,0,3,0,455.5485,7.5200,1,12,0,0,-1,-1
1140850688,64,0,3,0,455.5486,2.7600,4,1,0,0,-1,-1
1140850688,64,0,3,0,455.5486,1.5000,1,1,0,0,-1,-1
1140850688,64,0,3,0,455.5486,4.4600,4,1,0,0,-1,-1
1140850688,64,0,3,0,455.5486,3.3000,1,25,0,0,-1,-1
1140850688,64,0,3,0,455.5486,11.0200,4,1,0,0,-1,-1
1140850688,64,0,3,0,455.5486,3.3200,1,22,0,0,-1,-1
1140850688,64,0,3,0,455.5486,3.5200,4,1,0,0,-1,-1
1140850688,64,0,3,0,455.5486,3.9000,1,1,0,0,-1,-1
1140850688,64,0,3,0,455.5486,4.2000,4,1,0,0,-1,-1
1140850688,64,0,3,0,455.5486,3.1200,1,21,0,0,-1,-1
1140850688,64,0,3,0,455.5487,26.8600,4,1,0,0,-1,-1
1140850688,64,0,3,0,455.5487,1618.0440,1,23,0,0,-1,-1
1140850688,64,0,3,0,455.5504,7.2800,4,1,0,0,-1,-1
1140850688,64,0,3,0,455.5504,2.2200,1,22,0,0,-1,-1
1140850688,64,0,3,0,455.5505,9.4600,4,1,0,0,-1,-1
1140850688,64,0,3,0,455.5505,0.9000,1,22,0,0,-1,-1
1140850688,64,0,3,0,455.5505,1971.0650,4,1,0,0,-1,-1
1140850688,64,0,3,0,455.5525,7.7200,1,23,0,0,-1,-1
1140850688,64,0,3,0,455.5526,11.4800,4,1,0,0,-1,-1
1140850688,64,0,3,0,455.5526,0.5800,1,74,0,0,-1,-1
1140850688,64,0,3,0,455.5527,2.6000,4,1,0,0,-1,-1
1140850688,64,0,3,0,455.5527,4.5000,1,47,0,0,-1,-1
1140850688,64,0,3,0,455.5527,1.8400,4,1,0,0,-1,-1
1140850688,64,0,3,0,455.5527,0.4400,1,22,0,0,-1,-1
1140850688,64,0,3,0,455.5929,190.0600,4,1,0,0,-1,-1
1140850688,64,0,3,0,455.5931,7.2000,1,22,0,0,-1,-1
1140850688,64,7,3,-1,455.5932,3507.0080,0,0,0,0,-1,-1
1140850688,64,1,3,-1,455.5967,1071.1030,4,1,0,0,-1,-1
1140850688,64,1,3,-1,455.5983,6100.4140,8,1,0,0,-1,-1
1140850688,64,1,3,-1,455.6044,98.7210,4,1,0,0,-1,-1
1140850688,64,1,3,-1,455.6045,50.0000,8,1,0,0,-1,-1
