comm_id,comm_size,comm_type,rank,root,time_stamp,comm_time(us),sendsize,sendcount,recvsize,recvcount,src,dst
1140850688,64,0,28,0,455.4606,82316.5630,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.5448,3638.4570,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.5485,5.4600,1,12,0,0,-1,-1
1140850688,64,0,28,0,455.5485,1571.4870,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.5501,9.1800,1,1,0,0,-1,-1
1140850688,64,0,28,0,455.5501,4.2800,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.5501,2.3400,1,25,0,0,-1,-1
1140850688,64,0,28,0,455.5501,6.7400,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.5501,2.1000,1,22,0,0,-1,-1
1140850688,64,0,28,0,455.5501,2101.9490,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.5522,4.5800,1,1,0,0,-1,-1
1140850688,64,0,28,0,455.5522,9.4200,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.5522,0.8000,1,21,0,0,-1,-1
1140850688,64,0,28,0,455.5524,8.1200,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.5524,1.0400,1,23,0,0,-1,-1
1140850688,64,0,28,0,455.5524,1.8400,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.5524,0.7600,1,22,0,0,-1,-1
1140850688,64,0,28,0,455.5524,2.2600,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.5524,1.0800,1,22,0,0,-1,-1
1140850688,64,0,28,0,455.5524,0.9600,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.5524,1.2800,1,23,0,0,-1,-1
1140850688,64,0,28,0,455.5525,3.0600,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.5525,1.0600,1,74,0,0,-1,-1
1140850688,64,0,28,0,455.5526,3.0800,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.5526,1.0400,1,47,0,0,-1,-1
1140850688,64,0,28,0,455.5526,2.6400,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.5526,1.8600,1,22,0,0,-1,-1
1140850688,64,0,28,0,455.5930,1739.0680,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.5948,5.3000,1,22,0,0,-1,-1
1140850688,64,7,28,-1,455.5949,1893.8090,0,0,0,0,-1,-1
1140850688,64,1,28,-1,455.5968,896.3840,4,1,0,0,-1,-1
1140850688,64,1,28,-1,455.5982,6144.7490,8,1,0,0,-1,-1
1140850688,64,1,28,-1,455.6044,60.3400,4,1,0,0,-1,-1
1140850688,64,1,28,-1,455.6044,50.1600,8,1,0,0,-1,-1
1140850688,64,1,28,-1,455.6082,55.6400,4,1,0,0,-1,-1
1140850688,64,1,28,-1,455.6083,49.4800,4,1,0,0,-1,-1
1140850688,64,7,28,-1,455.6083,52.0400,0,0,0,0,-1,-1
1140850688,64,0,28,0,455.6084,407.3210,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.6088,3.4600,1,1,0,0,-1,-1
1140850688,64,0,28,0,455.6088,7.9000,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.6088,5.6800,1,26,0,0,-1,-1
1140850688,64,0,28,0,455.6089,27.5600,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.6089,3.8800,1,50,0,0,-1,-1
1140850688,64,0,28,0,455.6090,54918.7960,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.6639,3.0600,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.6639,5.3600,8,1,0,0,-1,-1
1140850688,64,0,28,0,455.6639,3.2200,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.6639,2.9800,8,1,0,0,-1,-1
1140850688,64,0,28,0,455.6639,8.8600,8,1,0,0,-1,-1
1140850688,64,0,28,0,455.6640,8.2600,4,1,0,0,-1,-1
1140850688,64,0,28,0,455.6640,10.1600,1,3,0,0,-1,-1
1140850688,64,0,28,0,455.6640,3.2600,8,1,0,0,-1,-1
1140850688,64,0,28,0,455.6640,926.4650,8,10001,0,0,-1,-1
