comm_id,comm_size,comm_type,rank,root,time_stamp,comm_time(us),sendsize,sendcount,recvsize,recvcount,src,dst
1140850688,64,0,34,0,455.4611,80243.8050,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.5441,4333.1350,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.5486,10.6800,1,12,0,0,-1,-1
1140850688,64,0,34,0,455.5486,1532.5460,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.5501,12.2000,1,1,0,0,-1,-1
1140850688,64,0,34,0,455.5501,20.4000,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.5501,3.5200,1,25,0,0,-1,-1
1140850688,64,0,34,0,455.5502,2.7200,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.5502,2.7400,1,22,0,0,-1,-1
1140850688,64,0,34,0,455.5502,8.1600,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.5502,3.1800,1,1,0,0,-1,-1
1140850688,64,0,34,0,455.5502,3.1600,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.5502,2.5400,1,21,0,0,-1,-1
1140850688,64,0,34,0,455.5502,56.9000,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.5503,3.7200,1,23,0,0,-1,-1
1140850688,64,0,34,0,455.5503,2.6800,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.5503,1.5800,1,22,0,0,-1,-1
1140850688,64,0,34,0,455.5504,5.4800,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.5504,1.6000,1,22,0,0,-1,-1
1140850688,64,0,34,0,455.5504,2504.1490,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.5529,6.6000,1,23,0,0,-1,-1
1140850688,64,0,34,0,455.5530,13.0200,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.5530,0.9400,1,74,0,0,-1,-1
1140850688,64,0,34,0,455.5530,3.0600,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.5530,3.3400,1,47,0,0,-1,-1
1140850688,64,0,34,0,455.5531,1.7600,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.5531,0.6600,1,22,0,0,-1,-1
1140850688,64,0,34,0,455.5921,924.2230,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.5930,2.9600,1,22,0,0,-1,-1
1140850688,64,7,34,-1,455.5931,3453.9120,0,0,0,0,-1,-1
1140850688,64,1,34,-1,455.5966,1098.8640,4,1,0,0,-1,-1
1140850688,64,1,34,-1,455.5982,6128.0220,8,1,0,0,-1,-1
1140850688,64,1,34,-1,455.6044,85.1200,4,1,0,0,-1,-1
1140850688,64,1,34,-1,455.6045,29.9810,8,1,0,0,-1,-1
1140850688,64,1,34,-1,455.6082,76.4800,4,1,0,0,-1,-1
1140850688,64,1,34,-1,455.6083,37.1800,4,1,0,0,-1,-1
1140850688,64,7,34,-1,455.6083,52.8400,0,0,0,0,-1,-1
1140850688,64,0,34,0,455.6084,398.3020,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.6088,6.1600,1,1,0,0,-1,-1
1140850688,64,0,34,0,455.6088,7.3600,4,1,0,0,-1,-1
1140850688,64,0,34,0,455.6088,4.4200,1,26,0,0,-1,-1
