comm_id,comm_size,comm_type,rank,root,time_stamp,comm_time(us),sendsize,sendcount,recvsize,recvcount,src,dst
1140850688,16,0,13,0,2411.9919,29617.6580,1,2048,0,0,-1,-1
1140850688,16,1,13,-1,2412.0266,512.6610,8,4,0,0,-1,-1
1140850688,16,1,13,-1,2412.0273,69.4000,8,1,0,0,-1,-1
1140850688,16,1,13,-1,2412.0274,213.7410,8,1,0,0,-1,-1
-2080374784,16,0,13,0,2412.0277,270.1800,2,1,0,0,-1,-1
-2080374784,16,0,13,0,2412.0280,22885.2040,2,1,0,0,-1,-1
-2080374784,16,0,13,0,2412.0509,5.8400,1,24,0,0,-1,-1
-2080374784,16,0,13,0,2412.0509,185.5800,8,5001,0,0,-1,-1
-2080374784,16,0,13,0,2412.0511,31.7200,1,24,0,0,-1,-1
-2080374784,16,0,13,0,2412.0511,136.8400,8,5001,0,0,-1,-1
-2080374784,16,0,13,0,2412.0513,63.4000,1,24,0,0,-1,-1
-2080374784,16,0,13,0,2412.0513,154.3610,8,5001,0,0,-1,-1
-2080374784,16,0,13,0,2412.0515,64.1400,2,1,0,0,-1,-1
-2080374784,16,0,13,0,2412.0516,3.8000,1,24,0,0,-1,-1
-2080374784,16,0,13,0,2412.0516,156.4400,8,5001,0,0,-1,-1
-2080374784,16,0,13,0,2412.0517,54.7400,1,24,0,0,-1,-1
-2080374784,16,0,13,0,2412.0518,147.6810,8,5001,0,0,-1,-1
-2080374784,16,0,13,0,2412.0519,66.0600,1,24,0,0,-1,-1
-2080374784,16,0,13,0,2412.0520,179.5800,8,5001,0,0,-1,-1
-2080374784,16,0,13,0,2412.0522,24.7600,2,1,0,0,-1,-1
-2080374784,16,0,13,0,2412.0522,2.8000,1,24,0,0,-1,-1
-2080374784,16,0,13,0,2412.0522,142.1810,8,5001,0,0,-1,-1
-2080374784,16,0,13,0,2412.0524,68.3400,1,24,0,0,-1,-1
-2080374784,16,0,13,0,2412.0525,139.7000,8,5001,0,0,-1,-1
-2080374784,16,0,13,0,2412.0526,66.3400,1,24,0,0,-1,-1
-2080374784,16,0,13,0,2412.0527,138.0400,8,5001,0,0,-1,-1
-2080374784,16,0,13,0,2412.0528,37.5200,1,24,0,0,-1,-1
-2080374784,16,0,13,0,2412.0529,198.1210,8,5001,0,0,-1,-1
-2080374784,16,0,13,0,2412.0531,47.9000,1,24,0,0,-1,-1
-2080374784,16,0,13,0,2412.0531,147.3000,8,5001,0,0,-1,-1
-2080374784,16,0,13,0,2412.0533,62.2800,1,24,0,0,-1,-1
-2080374784,16,0,13,0,2412.0533,139.2010,8,5001,0,0,-1,-1
-2080374784,16,54,13,-1,2412.0587,42.4600,28,0,0,0,13,9
-2080374784,16,56,13,-1,2412.0587,2446.4650,0,0,0,0,1,13
-2080374784,16,55,13,-1,2412.0612,12.3800,28,0,0,0,1,13
-2080374784,16,54,13,-1,2412.0612,3.6200,28,0,0,0,13,1
-2080374784,16,56,13,-1,2412.0612,0.7000,0,0,0,0,9,13
-2080374784,16,55,13,-1,2412.0612,1.1000,28,0,0,0,9,13
67108864,-1,100,13,-1,2412.0612,10.7000,0,0,0,0,-1,-1
67108864,-1,100,13,-1,2412.0612,0.3800,0,0,0,0,-1,-1
67108864,-1,100,13,-1,2412.0612,0.2800,0,0,0,0,-1,-1
67108864,-1,100,13,-1,2412.0612,0.1400,0,0,0,0,-1,-1
-2080374784,16,54,13,-1,2412.0612,2.7600,28,0,0,0,13,15
-2080374784,16,56,13,-1,2412.0612,187.8600,0,0,0,0,15,13
-2080374784,16,55,13,-1,2412.0614,0.5600,28,0,0,0,15,13
-2080374784,16,54,13,-1,2412.0614,1.3600,28,0,0,0,13,15
-2080374784,16,56,13,-1,2412.0614,2.7800,0,0,0,0,15,13
-2080374784,16,55,13,-1,2412.0614,0.4400,28,0,0,0,15,13
67108864,-1,100,13,-1,2412.0614,0.1800,0,0,0,0,-1,-1
67108864,-1,100,13,-1,2412.0614,0.1000,0,0,0,0,-1,-1
67108864,-1,100,13,-1,2412.0614,0.1200,0,0,0,0,-1,-1
67108864,-1,100,13,-1,2412.0614,0.1200,0,0,0,0,-1,-1
-2080374784,16,54,13,-1,2412.0614,2.0600,28,0,0,0,13,12
-2080374784,16,56,13,-1,2412.0614,137.7810,0,0,0,0,12,13
-2080374784,16,55,13,-1,2412.0616,0.5800,28,0,0,0,12,13
-2080374784,16,54,13,-1,2412.0616,1.2200,28,0,0,0,13,12
-2080374784,16,56,13,-1,2412.0616,1.7200,0,0,0,0,12,13
-2080374784,16,55,13,-1,2412.0616,0.6400,28,0,0,0,12,13
67108864,-1,100,13,-1,2412.0616,0.3000,0,0,0,0,-1,-1
67108864,-1,100,13,-1,2412.0616,0.1000,0,0,0,0,-1,-1
67108864,-1,100,13,-1,2412.0616,0.1200,0,0,0,0,-1,-1
67108864,-1,100,13,-1,2412.0616,0.1200,0,0,0,0,-1,-1
-2080374784,16,54,13,-1,2412.0619,132.9200,28,936,0,0,13,9
-2080374784,16,56,13,-1,2412.0620,35.7210,0,0,0,0,1,13
-2080374784,16,55,13,-1,2412.0621,48.0000,28,936,0,0,1,13
-2080374784,16,54,13,-1,2412.0621,87.5200,28,936,0,0,13,1
-2080374784,16,56,13,-1,2412.0622,47.1200,0,0,0,0,9,13
-2080374784,16,55,13,-1,2412.0623,83.7800,28,936,0,0,9,13
67108864,-1,100,13,-1,2412.0624,1.6000,0,0,0,0,-1,-1
67108864,-1,100,13,-1,2412.0624,0.4200,0,0,0,0,-1,-1
67108864,-1,100,13,-1,2412.0625,0.5600,0,0,0,0,-1,-1
67108864,-1,100,13,-1,2412.0625,0.7200,0,0,0,0,-1,-1
-2080374784,16,54,13,-1,2412.0627,99.5000,28,864,0,0,13,15
-2080374784,16,56,13,-1,2412.0628,21.2600,0,0,0,0,15,13
-2080374784,16,55,13,-1,2412.0628,70.2000,28,864,0,0,15,13
