comm_id,comm_size,comm_type,rank,root,time_stamp,comm_time(us),sendsize,sendcount,recvsize,recvcount,src,dst
1140850688,16,0,8,0,2411.9911,32788.0100,1,2048,0,0,-1,-1
1140850688,16,1,8,-1,2412.0268,325.8210,8,4,0,0,-1,-1
1140850688,16,1,8,-1,2412.0273,51.3400,8,1,0,0,-1,-1
1140850688,16,1,8,-1,2412.0274,203.6610,8,1,0,0,-1,-1
-2080374784,16,0,8,0,2412.0276,306.1210,2,1,0,0,-1,-1
-2080374784,16,0,8,0,2412.0279,22915.7310,2,1,0,0,-1,-1
-2080374784,16,0,8,0,2412.0508,5.7000,1,24,0,0,-1,-1
-2080374784,16,0,8,0,2412.0508,216.9810,8,5001,0,0,-1,-1
-2080374784,16,0,8,0,2412.0511,35.5610,1,24,0,0,-1,-1
-2080374784,16,0,8,0,2412.0511,182.7600,8,5001,0,0,-1,-1
-2080374784,16,0,8,0,2412.0513,23.0000,1,24,0,0,-1,-1
-2080374784,16,0,8,0,2412.0513,170.4610,8,5001,0,0,-1,-1
-2080374784,16,0,8,0,2412.0515,39.9400,2,1,0,0,-1,-1
-2080374784,16,0,8,0,2412.0516,3.6000,1,24,0,0,-1,-1
-2080374784,16,0,8,0,2412.0516,192.4210,8,5001,0,0,-1,-1
-2080374784,16,0,8,0,2412.0518,22.8000,1,24,0,0,-1,-1
-2080374784,16,0,8,0,2412.0518,187.6210,8,5001,0,0,-1,-1
-2080374784,16,0,8,0,2412.0520,27.0200,1,24,0,0,-1,-1
-2080374784,16,0,8,0,2412.0520,195.2210,8,5001,0,0,-1,-1
-2080374784,16,0,8,0,2412.0522,6.2600,2,1,0,0,-1,-1
-2080374784,16,0,8,0,2412.0522,2.9200,1,24,0,0,-1,-1
-2080374784,16,0,8,0,2412.0522,185.9810,8,5001,0,0,-1,-1
-2080374784,16,0,8,0,2412.0524,25.7800,1,24,0,0,-1,-1
-2080374784,16,0,8,0,2412.0524,177.8410,8,5001,0,0,-1,-1
-2080374784,16,0,8,0,2412.0526,29.4400,1,24,0,0,-1,-1
-2080374784,16,0,8,0,2412.0527,167.1600,8,5001,0,0,-1,-1
-2080374784,16,0,8,0,2412.0528,7.8000,1,24,0,0,-1,-1
-2080374784,16,0,8,0,2412.0529,210.2610,8,5001,0,0,-1,-1
-2080374784,16,0,8,0,2412.0531,35.4800,1,24,0,0,-1,-1
-2080374784,16,0,8,0,2412.0531,184.5610,8,5001,0,0,-1,-1
-2080374784,16,0,8,0,2412.0533,24.6400,1,24,0,0,-1,-1
-2080374784,16,0,8,0,2412.0533,162.1410,8,5001,0,0,-1,-1
-2080374784,16,54,8,-1,2412.0603,60.7400,28,0,0,0,8,4
-2080374784,16,56,8,-1,2412.0604,19.8810,0,0,0,0,12,8
-2080374784,16,55,8,-1,2412.0604,9.1000,28,0,0,0,12,8
-2080374784,16,54,8,-1,2412.0604,3.8600,28,0,0,0,8,12
-2080374784,16,56,8,-1,2412.0604,329.5810,0,0,0,0,4,8
-2080374784,16,55,8,-1,2412.0608,0.9000,28,0,0,0,4,8
67108864,-1,100,8,-1,2412.0608,9.2000,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0608,0.1800,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0608,0.4400,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0608,0.1200,0,0,0,0,-1,-1
-2080374784,16,54,8,-1,2412.0608,2.0200,28,0,0,0,8,10
-2080374784,16,56,8,-1,2412.0608,0.8600,0,0,0,0,10,8
-2080374784,16,55,8,-1,2412.0608,0.6800,28,0,0,0,10,8
-2080374784,16,54,8,-1,2412.0608,1.0200,28,0,0,0,8,10
-2080374784,16,56,8,-1,2412.0608,8.6600,0,0,0,0,10,8
-2080374784,16,55,8,-1,2412.0608,0.4400,28,0,0,0,10,8
67108864,-1,100,8,-1,2412.0608,0.1800,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0608,0.3200,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0608,0.1200,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0608,0.1000,0,0,0,0,-1,-1
-2080374784,16,54,8,-1,2412.0608,1.8800,28,0,0,0,8,9
-2080374784,16,56,8,-1,2412.0608,35.1000,0,0,0,0,9,8
-2080374784,16,55,8,-1,2412.0608,0.5600,28,0,0,0,9,8
-2080374784,16,54,8,-1,2412.0608,1.0400,28,0,0,0,8,9
-2080374784,16,56,8,-1,2412.0608,1.6600,0,0,0,0,9,8
-2080374784,16,55,8,-1,2412.0609,0.8000,28,0,0,0,9,8
67108864,-1,100,8,-1,2412.0609,0.3000,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0609,0.1000,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0609,0.1400,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0609,0.1000,0,0,0,0,-1,-1
-2080374784,16,54,8,-1,2412.0612,87.5000,28,1014,0,0,8,4
-2080374784,16,56,8,-1,2412.0613,687.7430,0,0,0,0,12,8
-2080374784,16,55,8,-1,2412.0620,48.5000,28,1014,0,0,12,8
-2080374784,16,54,8,-1,2412.0620,74.5000,28,1014,0,0,8,12
-2080374784,16,56,8,-1,2412.0621,81.5410,0,0,0,0,4,8
-2080374784,16,55,8,-1,2412.0623,49.5200,28,1014,0,0,4,8
67108864,-1,100,8,-1,2412.0623,0.8200,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0623,0.4000,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0624,0.6800,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0624,43.1410,0,0,0,0,-1,-1
-2080374784,16,54,8,-1,2412.0627,79.2210,28,936,0,0,8,10
-2080374784,16,56,8,-1,2412.0627,20.5800,0,0,0,0,10,8
-2080374784,16,55,8,-1,2412.0628,68.7600,28,936,0,0,10,8
-2080374784,16,54,8,-1,2412.0629,78.5810,28,936,0,0,8,10
-2080374784,16,56,8,-1,2412.0629,20.5800,0,0,0,0,10,8
-2080374784,16,55,8,-1,2412.0630,71.9400,28,936,0,0,10,8
67108864,-1,100,8,-1,2412.0630,1.6600,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0630,0.3400,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0631,0.3400,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0631,0.1400,0,0,0,0,-1,-1
-2080374784,16,54,8,-1,2412.0634,108.5010,28,1368,0,0,8,9
-2080374784,16,56,8,-1,2412.0635,41.2400,0,0,0,0,9,8
-2080374784,16,55,8,-1,2412.0636,101.3000,28,1368,0,0,9,8
-2080374784,16,54,8,-1,2412.0637,99.4010,28,1368,0,0,8,9
-2080374784,16,56,8,-1,2412.0638,31.2200,0,0,0,0,9,8
-2080374784,16,55,8,-1,2412.0638,121.0610,28,1368,0,0,9,8
67108864,-1,100,8,-1,2412.0640,1.7000,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0640,0.7000,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0641,0.8600,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0641,1.1400,0,0,0,0,-1,-1
-2080374784,16,54,8,-1,2412.0717,13.9200,8,1368,0,0,8,9
-2080374784,16,56,8,-1,2412.0717,25.2200,0,0,0,0,9,8
-2080374784,16,55,8,-1,2412.0717,8.4600,8,1368,0,0,9,8
-2080374784,16,54,8,-1,2412.0717,6.2600,8,1368,0,0,8,9
-2080374784,16,56,8,-1,2412.0717,27.2010,0,0,0,0,9,8
-2080374784,16,55,8,-1,2412.0717,2.7400,8,1368,0,0,9,8
67108864,-1,100,8,-1,2412.0717,1.6400,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0717,0.3400,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0718,0.1600,0,0,0,0,-1,-1
67108864,-1,100,8,-1,2412.0718,0.3000,0,0,0,0,-1,-1
-2080374784,16,54,8,-1,2412.0719,8.3200,8,936,0,0,8,10
-2080374784,16,56,8,-1,2412.0719,1.9400,0,0,0,0,10,8
-2080374784,16,55,8,-1,2412.0719,5.2400,8,936,0,0,10,8
-2080374784,16,54,8,-1,2412.0719,5.2200,8,936,0,0,8,10
